Fecha,Contenido,Ubicacion,Servicio,Red_Social
2021-10-22 08:50:06+00:00,"@DuermevelaEd Basta, por favor. Mi tarjeta de crédito aún se está abrazando mientras llora dentro de la ducha. 🤣🤣","Huesca, España",tarjeta de crédito,Twitter
2021-10-22 08:00:10+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Auricular Diadema Bluetooth Original Vidvie 15 Horas (Entrega Inmediata)
******$ 298.800,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU https://t.co/CyN5s2pY1W","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 07:00:09+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Reloj TOMMY 1782340 Original
******$ 567.000,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA.
Recibimos todas las tarjeta o efectivo https://t.co/NeapgWjwa9","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 06:26:29+00:00,@Stori_MX @VictorM05340548 Doy fe de ello; Stori fue mi primera tarjeta de crédito en un nuevo capítulo de mi vida financiera.,México,tarjeta de crédito,Twitter
2021-10-22 06:00:11+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Cable Usb A Serial Rs232 Para Pc O Portatil (Entrega Inmediata)
******$ 57.400,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA.
Reci https://t.co/fgMtgXT2Qf","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 05:00:09+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Gimnasia Pasiva + Conexión 8 Electrodos Masajeador Tonifica! (Entrega Inmediata)
******$ 39.400,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA https://t.co/0IDqnDwTU1","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 04:00:09+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Cargador Portátil Power Bank 10000mah / Compacto Y Delgado (Entrega Inmediata)
******$ 79.900,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA D https://t.co/QMRwAv9RrF","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 04:00:03+00:00,"Kueski Pay, para comprar en internet y pagar en quincenas sin la necesidad de tarjeta de crédito o débito

#Ofrecidopor @KueskiPay https://t.co/2CnxidQowI",México,tarjeta de crédito,Twitter
2021-10-22 03:55:18+00:00,"@Davivienda Buenas tardes tengo cobros en mi tarjeta de crédito que se deben revisar.
Gracias","Bogotá, D.C., Colombia",tarjeta de crédito,Twitter
2021-10-22 03:41:30+00:00,Harta que no me den tarjeta de crédito por no tener historial crediticio y así nunca tendré 🥲,"Nuevo Leon, Mexico.",tarjeta de crédito,Twitter
2021-10-22 03:35:02+00:00,5 consejos para comprar con tarjeta de crédito y evitar endeudarte                                            https://t.co/jJ55v1rgVP https://t.co/kxi7q7UMv8,"México, Tel. (55) 5679-2540",tarjeta de crédito,Twitter
2021-10-22 03:30:14+00:00,@Stori_MX Ya tengo una tarjeta de crédito pero quise solicitar esta para ver que onda y me la rechazaron a que se debe?,"Villahermosa,Tabasco,Mexico ",tarjeta de crédito,Twitter
2021-10-22 03:26:21+00:00,Estoy triste por nadie me quiere enviar una foto de su tarjeta de crédito por los dos lados 😓😓😓,Colombia.       Te sigue,tarjeta de crédito,Twitter
2021-10-22 03:00:09+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Bumper Aluminio Protector Huawei Honor 8 (Entrega Inmediata)
******$ 54.800,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA.
Recibim https://t.co/RfZ8C1OspS","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 03:00:02+00:00,Usuarios con tarjeta de crédito Citibanamex pueden aprovechar la promoción actual. https://t.co/4nZgpWyI67,México,tarjeta de crédito,Twitter
2021-10-22 02:50:29+00:00,Por priscila escoto voy a sacar mi tarjeta de credito de coppel no lo puedo creer,México.,tarjeta de crédito,Twitter
2021-10-22 02:39:53+00:00,"@MoniiiSerrano Hola, gracias por tu preferencia. Te invitamos a elegir la tarjeta de crédito Citibanamex que más te convenga, por favor ingresa al siguiente enlace, ahí podrás revisar los requisitos y beneficios de cada una de ellas:",Mexico,tarjeta de crédito,Twitter
2021-10-22 02:38:43+00:00,"Consejo: 
No saquen tarjeta de crédito si no son responsables económicamente.",México,tarjeta de crédito,Twitter
2021-10-22 02:25:38+00:00,Mi tarjeta de crédito en este momento: https://t.co/e85zhgM1E0,Estado de México ,tarjeta de crédito,Twitter
2021-10-22 02:07:27+00:00,"Acabo de usar por primera vez una tarjeta de crédito, obvio a meses, es lo más de adulto que he hecho.","Querétaro Arteaga, México",tarjeta de crédito,Twitter
2021-10-22 02:00:35+00:00,Necesito una tarjeta de crédito banamex que me presten 😪 https://t.co/x3r2gducnl,Mty. Mexico,tarjeta de crédito,Twitter
2021-10-22 02:00:12+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Case Magnetico Para Apple Watch 40mm (Entrega Inmediata)
******$ 49.800,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA.
Recibimos t https://t.co/iXkHFtw7vp","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 01:53:54+00:00,Regístrate con mi link para que consigamos la tarjeta de crédito Stori sin anualidad y con 5% de bonificación en algunas compras. Tenemos 100% de aprobación garantizada. https://t.co/M8C7ByACFD,"Toluca, México",tarjeta de crédito,Twitter
2021-10-22 01:43:28+00:00,"@CarmenC47592428 @Andeesykes @El_Universal_Mx Que no lo sepas NO significa que no lo haya hecho, por supuesto que ha pedido dinero y entre más se le da, más gasta, es como un ingenuo con tarjeta de crédito nueva, gaste y gaste pensando que es su dinero ... https://t.co/luLtz1RpPf","Coyoacán, Ciudad de México",tarjeta de crédito,Twitter
2021-10-22 01:24:48+00:00,@_allisondianne Arriba dije que fue la tarjeta de credito olimpica 🤡,"Barranquilla, Colombia",tarjeta de crédito,Twitter
2021-10-22 01:15:03+00:00,Me preocupa liquidar mi tarjeta de crédito este mes porque eso significa que haré más compras innecesarias 🥲,"Merida, yucatan mexico",tarjeta de crédito,Twitter
2021-10-22 01:06:02+00:00,"@LidiaCLo Hola. Lamentamos la experiencia en sucursal y el tiempo de espera,  Para realizar la baja definitiva de tarjeta de crédito: 
1. Llama al 55 2262 6391 desde la Ciudad de México o al 800 021 2345 desde el interior de la república de lunes a viernes de",Mexico,tarjeta de crédito,Twitter
2021-10-22 01:05:48+00:00,@martinezmau Acá te llaman a todas horas y de todos los bancos que si quieres otra tarjeta de crédito. Ya llevo bloqueados como 20 números diferentes y vuelven con números nuevos. 😓,Mexico,tarjeta de crédito,Twitter
2021-10-22 01:00:10+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Camara 4k Full Hd 16mpx ,sumergible 30mts, Wifi (Entrega Inmediata)
******$ 232.500,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA. https://t.co/c9PPhz9MZ8","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 00:59:28+00:00,Acabo de vender mi alma un mes más a mi tarjeta de crédito por unas botas di vi nas ✨,México,tarjeta de crédito,Twitter
2021-10-22 00:51:24+00:00,"@2114Xd Bueno, pues lo recordarás porque Malcom dice muchas cosas a partir de una tarjeta de crédito, como una calculadora",Tacolandia (México),tarjeta de crédito,Twitter
2021-10-22 00:47:06+00:00,"Cabe mencionar que la compra se hizo hace mas de un mes y solo despues de cobrarme la primera mensualidad (se compro con tarjeta de credito) avisan que cancelaron el pedido, para quebhoy lo vuelvan a poner a la venta 🙃   @Profeco",México,tarjeta de crédito,Twitter
2021-10-22 00:44:22+00:00,"¡No seas víctima de fraude! 

Protege tu tarjeta de crédito al hacer compras por internet y cuida tu dinero, sólo sigue estos sencillos consejos. 

https://t.co/al5L445FQ9 https://t.co/T7iSk8A2Ad",Ciudad de México,tarjeta de crédito,Twitter
2021-10-22 00:40:21+00:00,"@DonPastor7 DonPastor, ¿Cuál es el concepto de los cargos que nos mencionas?, ¿has intentado activar tu tarjeta de crédito?.-SV",Mexico,tarjeta de crédito,Twitter
2021-10-22 00:31:36+00:00,"@PulecioC Si me das un beso de esos que no se olvidan, ni en otros labios,ni otras noches,ni en otras vidas. Te doy la clave de la tarjeta de crédito.","Medellín, Colombia",tarjeta de crédito,Twitter
2021-10-22 00:28:40+00:00,"20% y 40% es la comisión con tarjeta de crédito. 

Esa comisión formalmente es cerca del 2%, pero dependiendo del tamaño del establecimiento los bancos negocian y a los más pequeños, o medianos, les cuesta más el servicio",Colombia,tarjeta de crédito,Twitter
2021-10-22 00:26:19+00:00,"@Davivienda A LAS 11 Y 30 ME ATENDIÓ EL ASESOR 3,DESPUES DE MEDIA HORA DE ESPERA,RESUMIDAMENTE :ME NIEGO A UNA NUEVA TARJETA,CON COSTOS ADICIONALES.PEDÍ UN CRÉDITO POR PRIMERA VEZ Y LO IBA A PAGAR EL 15 DE NOVIEMBRE QUE SE VENCE EL PRIMER CDT QUE TENGO CON UDS. POR 25 MILLONES, ¡NO ABUSEN!🧐 https://t.co/7E7UpBzZ4q",Cali-Colombia,tarjeta de crédito,Twitter
2021-10-22 00:18:47+00:00,"@DonPastor7 Hola, DonPastor. ¿ es referente a una tarjeta de crédito nueva ? deseas verificar si ya cuentas con linea de crédito y activarla ? -JM",Mexico,tarjeta de crédito,Twitter
2021-10-22 00:16:54+00:00,"Todos los meses para pagar mi tarjeta de crédito @BBVA_Colombia el banco que invita a lo digital, me dice que borre el historial de chrome e intente pq no hay fallas. Luego me llaman y dicen que hay un error en chrome… y la página meses sin servir #ugauga","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 00:16:29+00:00,@hugojogabonito Nop jajaja tampoco jala. Donde podré pagar el teléfono sin ir a algún lugar? Jajaja con la tarjeta de crédito,"Distrito Federal, México",tarjeta de crédito,Twitter
2021-10-22 00:14:21+00:00,"Saqué la tarjeta de crédito de @Falabella_co, un logro, acierto o desacierto? No lo sé...","Zipaquirá, Colombia",tarjeta de crédito,Twitter
2021-10-22 00:12:46+00:00,@AirbnbCol hola Airbnb no puedo agregar ninguna tarjeta de crédito a mis métodos de pago alguna solución?,Colombia,tarjeta de crédito,Twitter
2021-10-22 00:05:50+00:00,"@CaliOkulto Tarjeta de crédito (en dólares) y monitoreas la TRM….. y pagas o T/C pesos cuando el dólar baja , ojo intereses  !!!! iba a hacer una transferencia pero el dólar hoy no ayuda. Vamos a ver cómo amanece mañana !!! TRM hoy $3,770, Efectivo $3,810 y transferencia $3,805…..","Cali, Colombia",tarjeta de crédito,Twitter
2021-10-22 00:00:19+00:00,"PAGO POR MEDIO DE PayU para seguridad en tu compra.
Pagos con tarjeta de crédito, recibimos todas las tarjetas
Incluída la tarjeta Codensa
Reloj FOSSIL FS5716 Original
******$ 856.800,00 ******
EL MEJOR PRECIO Y LLEGA A LA PUERTA DE TU CASA.
Recibimos todas las tarjeta o efectivo https://t.co/XOYYqy1nIl","Bogotá, Colombia",tarjeta de crédito,Twitter
2021-10-22 23:42:23+00:00,Pague con la tarjeta d débito el metrobus xq sus máquinas no dan cambio y tampoco aceptan las monedas de 0.50 buu,México,tarjeta de débito,Twitter
2021-10-22 23:40:58+00:00,"#Dinero | Debido a la falla que ha presentado el servicio de tarjetas de débito de HSBC México, el banco anunció bonificaciones para sus clientes que consisten en el reembolso del 5% en todas las compras realizadas con la tarjeta de débito del banco #djh
https://t.co/bgpY0HqaNh","México, Distrito Federal",tarjeta de débito,Twitter
2021-10-22 22:51:07+00:00,"Esta consiente que el 25 le cobraremos porque quiso ver los simpson
Yo:venga la prueba *anota su tarjeta de debito* #StarPlusPaseLibre https://t.co/NoR61OfnSl",memexico,tarjeta de débito,Twitter
2021-10-22 21:05:53+00:00,@HSBC_MX Ya arreglaron las fallas con tarjeta de débito? Necesito usar mi tarjeta,Ciudad de México,tarjeta de débito,Twitter
2021-10-22 21:05:41+00:00,Oye @TiendaSoriana ya no se pueden hacer retiros de efectivo al realizar compras con tarjeta de débito en tus tiendas? Me acaban de negar el servicio,México,tarjeta de débito,Twitter
2021-10-22 20:56:59+00:00,"¡Ahorra tiempo y evita filas! Estamos más cerca de ti; si necesitas renovar o reponer tu Tarjeta de Débito, hazlo en la tienda o farmacia de la esquina. ¡Así de fácil! Conoce más: https://t.co/5WhF1KNj4o Aplican restricciones. #TuBancoTuTiempo https://t.co/EhPzSKZkm4","Ciudad de México, México",tarjeta de débito,Twitter
2021-10-22 20:44:06+00:00,"(iii) forma de pago: los #pagos deben efectuarse en efectivo o a través de tarjeta de débito, crédito y otros mecanismos de pago electrónico.",Colombia,tarjeta de débito,Twitter
2021-10-22 20:38:49+00:00,"@NancyEsquivel_ ¡Hola! muy buenas tardes. ¿Cómo podemos apoyarte el día de hoy?, ¿deseas solicitar una tarjeta de crédito o débito? quedamos al pendiente de tus respuestas vía DM para poder brindarte una mejor asesoría, saludos.-RG",Mexico,tarjeta de débito,Twitter
2021-10-22 20:35:15+00:00,"@_majo_zm Majo, ¿manejas alguna tarjeta de débito?, ¿esta por vencer la tarjeta con la que cuentas?.-SV",Mexico,tarjeta de débito,Twitter
2021-10-22 20:26:50+00:00,@ML_Ayuda Mi número de usuario es DOGA7996482. Aparentemente se bloqueo la cuenta por intentar pagar con tarjeta débito (me dejó en dos pedidos pero no en el tercero). Ahora me pide incluir documento para confirmar que soy yo y no me reconoce la tarjeta de residente temporal… https://t.co/536I9rthV4,"Centro de la Ciudad de México, Cuauhtémoc",tarjeta de débito,Twitter
2021-10-22 19:33:43+00:00,"Ya tengo tarjeta de débito, todos deposítenme un peso","Baja California, México",tarjeta de débito,Twitter
2021-10-22 19:26:22+00:00,"¿Cliente HSBC? El banco recompensará a clientes que padecieron falla con tarjeta de débito 💳

https://t.co/6NC2oGY6g2",México,tarjeta de débito,Twitter
2021-10-22 19:14:13+00:00,@ricardo06703659 @Armanyjf Una cosa es tu firma o sello electrónico del SAT y otra tu firma física como cuando la estampas para tu credencial de elector o para tu chequera en el banco o tu tarjeta de crédito/débito. A esa firma me refiero.,"Cancún, MÉXICO",tarjeta de débito,Twitter
2021-10-22 19:10:00+00:00,"El gremio de los comerciantes está considerando no recibir tarjeta de crédito o débito como forma de pago en sus establecimientos comerciales debido al alto porcentaje que deben pagarle a los bancos por comisión. 
#Noticias #Economía #45Segundos https://t.co/636udt7W0C",Colombia,tarjeta de débito,Twitter
2021-10-22 19:00:02+00:00,"☀️LISTAS LAS NOVEDADES DE LA SEMANA☀️‼️

‼️🤗YA PUEDEN ADQUIRIR LAS NOVEDADES EN NUESTRA TIENDA ONLINE🤗‼️

🌎 ENVÍOS NACIONALES E INTERNACIONALES 🌎

‼️🤗PAGA EN MERCADO PAGO, OXXO, PAYPAL,TARJETA DE DÉBITO Y CRÉDITO🤗‼️

🔵 @mexicomics1 https://t.co/ubbZysgqxV",Ciudad de México,tarjeta de débito,Twitter
2021-10-22 18:01:41+00:00,"@tuADO llevo 1 hora sin poder comprar boletos en la app y en su web. Ya intenté el pago con tarjeta de crédito y débito, ya intenté con transferencia, ya intenté con paypal y nada. ¿Me ayudan a ayudarlos?",México,tarjeta de débito,Twitter
2021-10-22 17:49:00+00:00,"@Enrique_974 ¡Hola, Enrique! Tu tarjeta débito tiene CVV y toda la información de pago necesaria para tus compras en línea, y Apps. PSE está diseñado para cuentas de ahorro que no tienen esta opción.

Esperamos inscribirnos muy pronto, y darte más noticias sobre novedades de la Flexi.","Chía, Colombia",tarjeta de débito,Twitter
2021-10-22 17:32:59+00:00,"La tarjeta debito de contacto es un arma de doble filo, cualquiera persona puede hacer compras con la misma sin necesidad de saber tu clave, y a diferencia de las se crédito, no siquiera te piden cédula para confirmar que eres el titular.",Bogotá - Colombia,tarjeta de débito,Twitter
2021-10-22 17:32:10+00:00,"Jamás había tenido queja de @Banorte_mx en 10 años, perdí mi cartera incluidas 3 tarjetas que tengo con ellos.

Y me piden otra identificación además del pasaporte para reponerme una vil tarjeta de débito  😒

Es más fácil cancelar mis cuentas que  reponer la tarjeta, que cosas.",México,tarjeta de débito,Twitter
2021-10-22 16:45:58+00:00,"Por esta razón, debes poner mayor atención en los depósitos en tu tarjeta bancaria de débito para pagar los servicios básicos como la despensa, el agua, la luz o incluso la renta de tu departamento o casa, ya que el SAT aumentará vigilancia en todos los que sean en efectivo.",Ciudad de México,tarjeta de débito,Twitter
2021-10-22 16:26:03+00:00,@inloveWjoo Porque se paga por transferencia a tarjeta de débito y las tarjetas de crédito no permiten hacer eso sólo pagos directos.,México,tarjeta de débito,Twitter
2021-10-22 15:57:58+00:00,@AmazonMexPolicy  soy cliente asiduo de Amazon y ahora no me aceptaron el pago con mi tarjeta de débito de BBVA. Por favor arréglense con el banco. Nueva política del banco que obstruye las compras,México,tarjeta de débito,Twitter
